population,gdp,clean_cons_per_capita,clean_consumption,clean_share_energy,fossil_cons_per_capita,fossil_consumption,fossil_share_energy,electricity_demand,energy_per_gdp
10374750.0,95995723776.0,389.381,39.522,13.96,25271.11,262.18,86.878,37.31,3.144
10370067.0,94900822016.0,3865.959,4.9,13.847,2438.53,249.281,86.12,35.15,3.051
10357423.0,96248037376.0,3826.938,39.637,14.95,23312.548,241.459,85.86,35.38,2.922
10342435.0,101000000000.0,39.466,4.34,14.227,2351.932,243.67,85.723,35.55,2.806
10327171.0,105000000000.0,39.485,4.281,14.47,2385.413,246.38,85.89,36.43,2.74
10308272.0,107000000000.0,3962.648,4.848,13.979,24367.34,251.186,85.965,37.29,2.736
10286223.0,113000000000.0,3915.249,4.273,14.125,23786.84,244.677,85.815,37.55,2.533
10260965.0,120000000000.0,392.53,4.38,13.834,24285.325,249.191,86.1,37.94,2.418
10230263.0,126000000000.0,3962.51,4.533,14.42,24232.537,247.96,85.886,38.89,2.29
10202054.0,134000000000.0,3995.5,4.762,14.547,2345.254,239.241,85.379,38.63,2.091
10177955.0,142000000000.0,3966.595,4.371,14.66,2421.427,246.413,85.856,39.59,2.022
10148404.0,151000000000.0,397.32,39.65,13.966,2454.72,244.111,85.986,40.41,1.876
10118060.0,160000000000.0,379.259,31.157,1.955,24976.828,252.717,88.864,41.07,1.774
10094499.0,172000000000.0,3324.151,33.556,11.614,2567.673,253.45,87.584,41.18,1.682
10073533.0,183000000000.0,3833.71,38.619,12.56,2629.596,264.84,85.769,41.98,1.688
10057063.0,194000000000.0,3719.379,37.45,12.298,2611.286,262.593,86.334,43.06,1.569
10041171.0,199000000000.0,456.23,4.729,13.57,2536.499,254.17,84.657,43.95,1.511
10023508.0,205000000000.0,413.798,41.135,13.899,24615.644,246.735,83.368,43.92,1.447
10008581.0,195000000000.0,4286.69,42.94,15.739,229.693,22.285,8.811,41.42,1.398
9986832.0,200000000000.0,442.368,43.966,15.834,22465.834,224.363,8.799,42.57,1.386
9953247.0,208000000000.0,446.944,43.863,16.289,21864.76,217.625,8.822,42.66,1.295
9922133.0,205000000000.0,4462.176,44.275,17.628,2139.494,199.827,79.558,42.59,1.227
9894637.0,209000000000.0,4325.714,42.82,17.978,18985.733,187.857,78.93,42.13,1.139
9867906.0,217000000000.0,443.87,43.457,18.233,18839.421,185.95,78.4,42.74,1.096
9844250.0,224000000000.0,4448.769,43.795,17.442,2151.299,198.375,79.6,43.98,1.12
9815106.0,228000000000.0,4525.487,44.417,17.382,2618.8,22.369,79.188,44.52,1.119
9788940.0,238000000000.0,456.35,44.64,16.571,2264.11,215.983,8.173,45.71,1.131
9776361.0,250000000000.0,448.283,43.8,16.14,22297.72,217.984,8.325,46.28,1.084
255026.0,7325718528.0,48161.539,12.282,56.632,33733.33,8.63,39.666,4.51,2.961
257995.0,7281773056.0,4767.297,12.282,57.97,3158.243,8.148,38.454,4.49,2.91
261275.0,7008859648.0,48714.47,12.728,58.27,32741.18,8.554,39.1,4.55,3.129
263942.0,7073786368.0,49977.352,13.191,57.893,33616.41,8.872,38.941,4.73,3.221
266230.0,7301300736.0,584.277,13.334,57.873,3373.742,8.973,38.945,4.77,3.156
267689.0,7281669120.0,51665.891,13.83,58.155,34121.692,9.134,38.47,4.98,3.266
269140.0,7601171456.0,52322.625,14.82,55.953,37572.276,1.112,4.179,5.12,3.311
271363.0,8113932288.0,56677.598,15.38,58.251,3672.91,9.964,37.739,5.59,3.254
274292.0,8613685248.0,6538.398,16.65,58.121,36869.236,1.113,35.397,6.27,3.317
277634.0,8924296192.0,64349.676,17.866,57.78,36782.962,1.212,32.627,7.19,3.507
281469.0,9306326016.0,66715.422,18.778,56.511,388.55,1.699,32.195,7.68,3.571
285245.0,9626312704.0,67692.35,19.39,57.467,35761.634,1.21,3.36,8.03,3.49
287799.0,9619515392.0,7696.94,2.346,58.28,36687.58,1.558,3.244,8.42,3.629
289806.0,9816636416.0,7873.711,2.54,58.54,3675.992,1.638,3.318,8.51,3.574
292364.0,10571340800.0,7294.68,2.552,57.438,3866.231,11.129,31.14,8.61,3.385
297037.0,11236789248.0,67626.812,2.88,55.948,37894.943,11.257,31.35,8.68,3.195
304086.0,11753620480.0,6824.867,2.74,52.664,37663.86,11.453,29.82,9.92,3.351
311859.0,12803464192.0,7615.875,23.734,52.719,3798.488,11.57,25.698,11.97,3.516
317722.0,12948303872.0,19913.12,34.922,61.862,33488.574,1.64,18.848,16.47,4.36
318809.0,12002982912.0,17564.93,34.293,6.851,3929.687,9.861,17.498,16.83,4.695
318346.0,11531380736.0,19787.23,34.95,61.984,29975.61,9.542,16.923,17.06,4.89
319308.0,11715657728.0,1852.631,34.52,61.198,29527.171,9.428,16.724,17.21,4.812
320988.0,11858326528.0,1538.789,33.826,59.45,2917.422,9.363,16.456,17.55,4.798
324036.0,12381386752.0,18233.55,35.72,59.73,356.96,9.93,16.865,18.11,4.742
327650.0,12619691008.0,1656.888,34.897,59.521,3726.392,1.67,17.171,18.12,4.646
331068.0,13136775168.0,112184.1,37.14,6.68,33225.782,11.0,17.972,18.79,4.659
335677.0,14111050752.0,17494.61,36.84,58.728,3635.952,12.187,19.835,18.55,4.354
343641.0,14752536576.0,18939.211,37.436,58.27,3915.913,13.438,2.917,19.24,4.355
352951.0,15315260416.0,13573.717,36.557,55.6,4914.51,14.44,21.729,19.82,4.339
1059633664.0,2770000000000.0,261.58,277.12,7.432,3252.95,3446.3,92.423,572.74,1.344
1078970880.0,2910000000000.0,251.16,27.994,7.239,3212.555,3466.252,92.586,587.36,1.288
1098313088.0,2990000000000.0,244.878,268.952,6.956,3268.62,3589.968,92.866,610.99,1.293
1117415168.0,3210000000000.0,238.962,267.2,6.669,3336.629,3728.399,93.115,639.82,1.246
1136264576.0,3450000000000.0,327.885,372.564,8.569,3489.9,3964.438,91.187,700.02,1.259
1154638720.0,3710000000000.0,35.99,353.216,7.672,3669.991,4237.513,92.47,706.07,1.241
1172373760.0,4020000000000.0,344.632,44.38,8.331,3776.822,4427.847,91.32,747.17,1.205
1189691776.0,4360000000000.0,368.334,438.24,8.325,435.73,481.276,91.225,801.2,1.208
1206734848.0,4600000000000.0,344.439,415.646,7.461,4247.294,5125.358,92.6,833.92,1.211
1223640192.0,4950000000000.0,324.53,396.524,6.65,4551.622,5569.547,92.775,885.01,1.214
1240613632.0,5310000000000.0,345.478,428.67,6.836,4671.253,5795.22,92.436,943.02,1.18
1257621248.0,5680000000000.0,421.26,529.489,7.962,4823.81,666.515,91.216,1039.12,1.172
1274487168.0,5950000000000.0,39.512,497.7,7.61,589.691,6486.746,92.36,1096.48,1.185
1291132032.0,6320000000000.0,425.99,55.8,7.539,5168.9,6672.582,91.476,1150.09,1.154
1307246464.0,6750000000000.0,446.925,584.242,7.491,5459.384,7136.762,91.499,1262.59,1.155
1322866560.0,7260000000000.0,437.79,578.198,7.21,5559.342,7354.267,91.582,1322.05,1.106
1338636288.0,7770000000000.0,452.48,65.61,7.228,5747.677,7694.49,91.827,1400.54,1.079
1354195712.0,8280000000000.0,494.498,669.648,7.696,5872.38,7951.889,91.389,1469.03,1.051
1369003264.0,8840000000000.0,544.186,744.991,8.45,6156.635,8428.454,91.16,1574.88,1.048
214072416.0,1140000000000.0,138.351,29.617,2.545,5232.496,112.133,96.266,98.03,1.022
217112432.0,1190000000000.0,157.76,34.24,2.747,554.366,1195.67,95.887,106.15,1.052
220115088.0,1240000000000.0,134.774,29.666,2.318,561.157,1232.899,96.316,113.03,1.029
223080128.0,1310000000000.0,121.88,27.189,1.958,624.431,1343.931,96.779,117.39,1.06
225938592.0,1380000000000.0,126.939,28.68,2.85,5878.412,1328.161,96.575,124.77,0.995
228805152.0,1470000000000.0,138.694,31.734,2.242,5966.39,1365.141,96.473,132.88,0.964
231797424.0,1560000000000.0,122.56,28.292,1.958,631.742,1398.142,96.78,137.98,0.929
234858288.0,1660000000000.0,14.947,33.13,2.137,6373.255,1496.812,96.63,148.39,0.932
237936544.0,1790000000000.0,141.113,33.576,2.147,6334.729,157.264,96.413,155.89,0.872
240981296.0,1890000000000.0,14.874,33.948,2.15,6448.82,1554.45,96.345,162.84,0.855
244016176.0,2020000000000.0,21.792,51.436,2.99,6933.956,1691.997,95.674,177.51,0.877
247099696.0,2150000000000.0,155.465,38.415,2.39,7369.6,182.879,96.611,191.87,0.877
250222688.0,2280000000000.0,168.472,42.155,2.159,7531.797,1884.626,96.528,208.94,0.856
253275920.0,2410000000000.0,222.692,56.43,2.995,7112.617,181.454,95.669,225.16,0.782
256229760.0,2530000000000.0,228.669,58.591,3.73,718.644,1821.446,95.521,237.53,0.755
259091968.0,2650000000000.0,178.772,46.319,2.382,7223.48,1871.546,96.27,243.28,0.734
261850176.0,2780000000000.0,299.376,78.391,3.991,791.59,1856.935,94.521,258.24,0.706
264498848.0,2920000000000.0,279.77,73.998,3.64,7351.561,1944.479,94.716,266.93,0.702
267066848.0,3080000000000.0,348.348,93.33,4.87,7893.345,218.51,92.66,285.29,0.74
65544380.0,601000000000.0,172.224,11.288,0.89,21134.986,1385.28,99.191,118.63,2.325
66674856.0,643000000000.0,183.16,12.29,0.819,22196.269,1479.933,99.182,127.29,2.322
67327120.0,708000000000.0,348.658,23.474,1.443,2387.545,162.894,98.557,138.42,2.297
67954704.0,788000000000.0,41.368,27.886,1.684,23961.667,1628.37,98.316,152.22,2.102
69061680.0,860000000000.0,499.846,34.52,1.884,2626.556,1797.437,98.116,163.09,2.13
70182592.0,920000000000.0,592.364,41.574,2.142,2754.91,1898.726,97.857,176.39,2.11
71275768.0,1010000000000.0,743.95,53.23,2.51,293.519,267.248,97.499,193.2,2.107
72319424.0,1110000000000.0,77.693,51.179,2.271,3459.47,222.811,97.73,202.44,2.032
73318400.0,1140000000000.0,292.587,21.452,0.924,31386.569,231.213,99.76,208.3,2.035
74322688.0,1220000000000.0,261.131,19.48,0.813,31839.677,2366.41,99.186,217.73,1.963
75373864.0,1320000000000.0,383.77,28.926,1.193,31764.667,2394.225,98.85,231.99,1.841
76342968.0,1350000000000.0,397.466,3.343,1.198,32772.716,251.966,98.799,230.58,1.872
77324448.0,1270000000000.0,52.781,38.878,1.518,3262.485,252.969,98.478,241.62,2.013
78458928.0,1250000000000.0,657.469,51.585,1.942,33188.868,263.963,98.55,250.98,2.126
79961672.0,1280000000000.0,63.499,5.416,1.816,3488.596,2725.781,98.179,269.74,2.161
81790848.0,1280000000000.0,551.45,45.14,1.634,33192.52,2714.844,98.364,277.57,2.152
83306232.0,1340000000000.0,7.42,58.348,2.19,33974.978,283.327,97.978,283.66,2.152
84505080.0,1430000000000.0,765.659,64.71,2.15,34847.414,2944.784,97.848,300.85,2.098
85617560.0,1400000000000.0,538.214,46.81,1.482,35761.65,361.775,98.515,308.64,2.222
24628860.0,89277112320.0,383.787,9.452,2.929,12717.198,313.21,97.7,30.02,3.614
25425666.0,105000000000.0,427.63,1.873,3.16,13748.8,349.572,96.983,30.34,3.448
26255344.0,120000000000.0,56.944,13.31,3.885,12541.663,329.286,96.115,31.85,2.85
27068826.0,101000000000.0,59.542,13.793,4.536,1723.787,29.28,95.464,26.66,3.011
27858950.0,166000000000.0,594.756,16.569,5.82,1118.625,39.475,94.918,31.7,1.963
28698688.0,181000000000.0,488.281,14.13,4.545,1255.155,294.39,95.455,30.12,1.708
28905614.0,203000000000.0,491.279,14.21,4.739,9876.327,285.481,95.262,34.8,1.473
28660888.0,220000000000.0,45.52,12.912,4.273,192.756,289.268,95.727,33.73,1.371
29218384.0,254000000000.0,281.987,8.239,2.382,11556.894,337.674,97.618,37.77,1.363
30289044.0,280000000000.0,26.951,7.94,2.328,1948.163,331.69,97.672,48.61,1.214
31264880.0,318000000000.0,32.933,1.34,2.638,11846.861,37.391,97.362,51.65,1.196
32378066.0,367000000000.0,289.643,9.378,2.396,11797.867,381.992,97.64,58.06,1.065
33864452.0,420000000000.0,356.9,12.56,2.823,12253.792,414.967,97.177,53.65,1.017
35481804.0,454000000000.0,357.56,12.687,2.676,134.177,461.412,97.324,67.41,1.044
36746484.0,459000000000.0,213.246,7.836,1.738,1251.348,442.844,98.261,76.15,0.981
37757812.0,482000000000.0,185.683,7.11,1.61,11345.33,428.374,98.389,77.85,0.903
38697940.0,530000000000.0,237.178,9.178,1.837,12677.258,49.584,98.164,87.43,0.943
39621156.0,517000000000.0,15.13,5.944,1.125,1318.398,522.223,98.875,94.08,1.023
40590700.0,514000000000.0,143.22,5.85,0.911,1554.57,63.781,99.88,104.9,1.239
3485370.0,66087473152.0,591.335,2.61,1.761,32986.648,114.972,98.239,14.23,1.771
3504806.0,67936149504.0,629.397,2.26,1.82,33961.653,119.29,98.18,14.93,1.785
3528370.0,71167893504.0,688.884,2.431,1.991,33911.352,119.652,98.9,15.78,1.715
3545700.0,73646604288.0,65.495,2.36,1.85,34528.387,122.427,98.151,16.14,1.694
3559396.0,78875959296.0,78.82,2.776,2.141,35653.577,126.96,97.859,16.83,1.644
3579486.0,87428767744.0,62.225,2.155,1.631,36329.171,13.4,98.37,17.59,1.512
3606725.0,96464093184.0,63.415,2.176,1.557,38134.84,137.539,98.381,18.78,1.449
3640157.0,108000000000.0,591.38,2.153,1.475,39425.85,143.514,98.348,19.68,1.351
3678670.0,118000000000.0,872.169,3.29,2.43,41733.326,153.523,97.783,20.97,1.327
3719918.0,133000000000.0,821.165,3.55,1.839,43745.461,162.729,97.986,22.01,1.252
3768954.0,147000000000.0,855.21,3.224,1.866,44894.154,169.24,97.959,23.77,1.172
3829019.0,158000000000.0,713.582,2.732,1.492,4715.863,18.24,98.338,24.39,1.158
3894256.0,169000000000.0,974.432,3.795,2.87,45661.944,177.819,97.77,25.34,1.077
3958706.0,177000000000.0,77.749,3.51,1.722,4395.417,173.89,98.123,26.03,1.001
4031961.0,191000000000.0,918.476,3.73,2.63,43518.43,175.464,97.743,26.79,0.939
4121220.0,204000000000.0,1211.289,4.992,2.663,44174.864,182.55,97.111,27.66,0.917
4234809.0,219000000000.0,1576.75,6.677,3.487,4353.178,184.342,96.29,28.89,0.875
4359841.0,230000000000.0,172.665,7.424,3.768,43316.814,188.855,95.839,29.7,0.858
4452393.0,222000000000.0,2132.458,9.494,4.837,41665.295,185.511,94.59,30.37,0.883
4499797.0,215000000000.0,2394.336,1.774,6.6,3798.799,166.937,93.54,28.73,0.836
4524581.0,221000000000.0,294.835,9.478,5.292,3738.88,167.586,93.561,28.63,0.809
4544504.0,224000000000.0,388.775,14.37,8.194,34136.853,155.135,9.557,27.65,0.765
4564550.0,222000000000.0,2891.898,13.2,7.846,33443.525,152.654,9.734,27.54,0.758
4588830.0,225000000000.0,354.273,14.16,8.59,32248.426,147.982,89.845,27.81,0.732
4622165.0,245000000000.0,3429.88,15.85,9.658,31421.628,145.236,88.492,27.96,0.67
4665764.0,255000000000.0,426.89,19.88,11.394,3255.274,151.662,86.922,28.77,0.685
4715791.0,269000000000.0,388.611,18.3,1.73,3397.335,159.9,88.12,29.52,0.676
4771860.0,291000000000.0,4544.125,21.685,11.88,32825.112,156.637,85.823,29.98,0.628
4834506.0,314000000000.0,5119.913,24.751,13.266,32545.343,157.34,84.325,30.87,0.594
6116955.0,160000000000.0,14.986,0.92,0.4,37155.786,227.281,99.96,38.64,1.425
6237984.0,159000000000.0,9.418,0.58,0.26,36414.736,227.155,99.974,39.92,1.427
6356697.0,158000000000.0,14.694,0.93,0.4,36429.713,231.572,99.91,41.38,1.464
6475917.0,160000000000.0,19.257,0.125,0.53,36842.982,238.592,99.898,42.75,1.496
6595990.0,167000000000.0,17.39,0.113,0.46,36894.194,243.354,99.94,42.98,1.458
6714119.0,173000000000.0,16.632,0.111,0.46,36414.923,244.494,99.88,44.02,1.411
6832082.0,183000000000.0,1.412,0.71,0.29,35699.128,243.9,99.93,45.68,1.335
6952007.0,194000000000.0,9.761,0.68,0.27,3672.866,255.158,99.938,48.48,1.319
7074530.0,199000000000.0,9.928,0.7,0.27,37113.395,262.56,99.929,49.72,1.323
7199704.0,201000000000.0,22.11,0.159,0.62,3546.475,254.916,99.847,50.95,1.272
7328439.0,211000000000.0,41.282,0.32,0.113,36146.64,264.898,99.771,54.59,1.256
7459750.0,221000000000.0,84.315,0.629,0.233,36125.12,269.484,99.632,55.38,1.222
7592099.0,227000000000.0,147.351,1.118,0.396,3771.69,281.452,99.474,58.58,1.248
7726675.0,237000000000.0,186.171,1.438,0.537,34441.544,266.119,99.376,56.65,1.132
7863849.0,244000000000.0,295.924,2.327,0.89,32876.57,258.536,98.941,56.02,1.071
8007777.0,250000000000.0,419.496,3.359,1.219,33961.538,271.956,98.649,59.04,1.102
8159015.0,260000000000.0,536.621,4.378,1.556,3384.593,276.15,98.149,61.48,1.081
8309256.0,270000000000.0,526.22,4.372,1.523,3392.534,281.75,98.151,61.95,1.065
8456487.0,279000000000.0,571.915,4.836,1.658,3384.676,285.868,97.991,63.01,1.046
56756560.0,1480000000000.0,1648.7,93.536,5.43,3869.577,1752.51,94.456,247.8,1.257
56794488.0,1510000000000.0,2199.572,124.923,6.53,3132.445,1778.828,92.98,253.51,1.268
56833184.0,1530000000000.0,2196.23,124.818,6.55,3115.587,177.387,92.918,257.67,1.244
56869456.0,1530000000000.0,2154.71,122.537,6.571,3451.162,1731.741,92.852,258.82,1.219
56883820.0,1570000000000.0,2322.376,132.16,7.99,3211.849,1718.566,92.354,266.05,1.183
56885124.0,1630000000000.0,1965.1,111.785,5.773,31891.757,1814.167,93.688,274.43,1.188
56898972.0,1660000000000.0,2186.999,124.438,6.428,31625.912,1799.483,92.958,276.44,1.164
56925808.0,1710000000000.0,2167.96,123.413,6.267,32199.582,1832.987,93.79,284.64,1.155
56938736.0,1740000000000.0,2153.55,122.62,6.86,32973.436,1877.466,93.194,293.66,1.155
56945064.0,1780000000000.0,2377.481,135.386,6.536,33715.53,1919.96,92.687,300.61,1.161
56966400.0,1860000000000.0,2324.474,132.417,6.38,34214.34,1949.68,92.845,313.5,1.126
56994992.0,1910000000000.0,2474.68,141.41,6.724,342.32,1937.946,92.392,319.46,1.098
57107576.0,1930000000000.0,292.695,119.58,5.737,348.353,1942.135,93.221,327.36,1.08
57425176.0,1940000000000.0,1926.777,11.646,5.147,3563.155,213.58,93.661,336.35,1.105
57860664.0,1990000000000.0,2249.597,13.163,5.923,35237.256,238.851,92.779,340.46,1.105
58199876.0,2020000000000.0,1924.493,112.6,5.91,35372.854,258.696,93.566,344.87,1.088
58429904.0,2080000000000.0,1985.188,115.995,5.296,34959.431,242.676,93.27,351.66,1.054
58778480.0,2120000000000.0,188.188,16.282,4.947,34198.256,21.121,93.568,353.49,1.012
59224228.0,2120000000000.0,2349.51,139.148,6.589,32737.7,1938.828,91.85,352.53,0.998
59562844.0,2010000000000.0,2858.769,17.277,8.636,29598.832,1762.991,89.414,332.54,0.979
59822452.0,2060000000000.0,3148.684,188.362,9.249,3154.526,183.918,88.569,342.07,0.988
60025952.0,2090000000000.0,3316.131,199.54,9.963,29142.583,1749.312,87.557,345.47,0.957
60190152.0,2030000000000.0,3668.228,22.792,11.359,2772.692,1668.513,85.833,339.58,0.958
60312600.0,1990000000000.0,4276.997,257.957,13.879,25389.185,1531.287,82.389,329.21,0.932
60322792.0,2000000000000.0,452.677,272.699,15.474,23447.892,1414.442,8.26,321.16,0.883
60232908.0,2010000000000.0,3918.48,236.17,13.33,24853.419,1496.993,82.665,327.33,0.9
60118628.0,2030000000000.0,3836.329,23.634,12.694,2583.416,157.98,82.991,324.23,0.896
60004024.0,2060000000000.0,3652.734,219.178,11.923,25688.55,1541.387,83.849,331.09,0.892
59877432.0,2080000000000.0,428.4,251.965,13.593,25469.299,1525.36,82.273,331.29,0.892
126803864.0,4220000000000.0,9121.353,1156.622,18.528,39711.81,535.61,8.667,988.4,1.481
127065736.0,4230000000000.0,914.12,1145.371,18.524,39256.191,4988.117,8.671,970.17,1.462
127301744.0,4230000000000.0,8787.765,1118.697,18.65,39441.92,521.25,81.83,986.56,1.463
127502352.0,4290000000000.0,7165.779,913.654,14.87,479.769,52.918,84.29,975.95,1.437
127671288.0,4390000000000.0,8321.746,162.448,17.22,4125.466,5122.871,82.77,1004.65,1.423
127798376.0,4460000000000.0,8117.586,137.415,16.564,4359.114,5157.829,82.354,1015.16,1.405
127902168.0,4520000000000.0,8563.514,195.292,17.528,39765.274,586.65,81.394,1032.38,1.383
128006424.0,4590000000000.0,7671.697,982.27,15.885,478.295,513.28,82.991,1073.51,1.347
128077632.0,4540000000000.0,77.823,95.614,14.911,39826.688,51.98,83.989,1005.92,1.339
128117040.0,4290000000000.0,7422.12,95.897,17.159,35336.711,4527.234,81.696,977.19,1.292
128105432.0,4460000000000.0,8167.186,146.261,17.71,37397.139,479.776,81.95,1082.17,1.323
128007256.0,4460000000000.0,536.38,686.158,12.263,37818.45,4841.36,86.516,1046.98,1.255
127853688.0,4520000000000.0,2283.211,291.916,5.257,4586.8,5189.8,93.455,1046.6,1.227
127678920.0,4610000000000.0,2377.639,33.575,5.58,424.987,5133.329,93.129,1029.79,1.195
127476728.0,4630000000000.0,2343.441,298.734,5.56,39196.363,4996.623,93.1,1028.71,1.16
127250936.0,4690000000000.0,2748.393,349.736,6.64,38141.288,4853.514,91.635,1004.81,1.13
126993856.0,4730000000000.0,357.798,388.322,7.427,37492.234,4761.282,91.61,1004.97,1.105
126662464.0,4840000000000.0,3514.258,445.125,8.411,37545.357,4755.587,89.858,1008.99,1.093
126255872.0,4870000000000.0,4123.751,52.647,9.89,36777.54,4643.376,88.27,1012.06,1.082
15236256.0,143000000000.0,1461.595,22.269,6.23,2286.6,347.478,93.978,54.66,2.59
15281288.0,163000000000.0,1553.578,23.741,5.74,25681.81,392.451,94.296,57.18,2.555
15338962.0,180000000000.0,1691.581,25.947,6.12,25946.77,397.996,93.88,58.72,2.358
15416709.0,198000000000.0,1622.411,25.12,5.383,28519.68,439.679,94.617,62.39,2.352
15521921.0,218000000000.0,1495.724,23.217,4.72,3317.517,47.586,95.298,64.78,2.268
15656255.0,240000000000.0,1436.799,22.495,4.432,3978.935,485.13,95.568,67.79,2.114
15822751.0,267000000000.0,1396.932,22.13,4.47,3312.563,524.58,95.953,71.88,2.044
16006138.0,293000000000.0,1443.549,23.16,3.818,36363.749,582.43,96.182,76.7,2.069
16196521.0,304000000000.0,1294.263,2.963,3.285,3815.965,617.185,96.715,80.64,2.101
16402365.0,309000000000.0,1171.255,19.211,3.355,33742.246,553.453,96.645,78.06,1.853
16627839.0,333000000000.0,1339.65,22.266,3.624,3561.269,592.122,96.376,83.81,1.843
16864920.0,360000000000.0,1289.527,21.747,3.119,453.464,675.499,96.881,87.37,1.935
17102868.0,378000000000.0,1224.838,2.948,2.857,41643.393,712.221,97.143,91.94,1.938
17345734.0,401000000000.0,1215.52,21.84,2.863,41242.391,715.38,97.137,91.76,1.836
17592296.0,418000000000.0,1274.656,22.424,2.982,41463.851,729.445,97.17,93.47,1.797
17835908.0,423000000000.0,1426.377,25.441,3.566,3857.51,687.94,96.434,91.64,1.685
18078558.0,428000000000.0,1774.59,32.82,4.43,38526.45,696.53,95.596,93.38,1.703
18314822.0,445000000000.0,1691.762,3.985,4.42,4164.776,735.611,95.958,98.76,1.721
18538100.0,464000000000.0,1556.47,28.846,3.388,44372.673,822.584,96.611,103.79,1.836
3761590.0,274000000000.0,2.363,0.9,0.2,11671.281,436.612,99.998,61.24,1.596
3908745.0,280000000000.0,3.54,0.14,0.3,11671.331,453.693,99.998,64.19,1.622
4048090.0,287000000000.0,32.281,0.131,0.29,11794.69,448.57,99.971,65.85,1.562
4124904.0,274000000000.0,44.371,0.183,0.4,1183.268,457.52,99.96,68.4,1.671
4317190.0,277000000000.0,33.814,0.146,0.31,17882.63,465.75,99.968,69.64,1.681
2689398.0,42100703232.0,4943.345,13.295,15.376,2727.441,73.172,84.625,10.23,2.054
2678970.0,36517597184.0,3614.874,9.684,12.154,26127.731,69.995,87.846,9.88,2.182
2662885.0,24608100352.0,2799.434,7.455,13.7,18618.945,49.579,86.93,7.92,2.318
2638889.0,21636016128.0,3222.682,8.54,17.31,1544.687,4.651,82.699,6.43,2.272
2606464.0,21944829952.0,3749.466,9.773,2.521,14521.673,37.85,79.479,6.26,2.17
2570150.0,21646094336.0,3379.55,8.685,19.486,13961.65,35.884,8.514,6.25,2.059
2534288.0,21989048320.0,2171.397,5.53,13.271,1419.277,35.961,86.729,6.35,1.886
2498881.0,23781386240.0,3496.728,8.738,2.918,13219.672,33.34,79.82,6.33,1.757
2462333.0,25140078592.0,5185.441,12.768,28.86,13277.543,32.693,71.914,6.33,1.808
2426357.0,25600796672.0,3362.38,8.158,21.138,12543.885,3.436,78.861,6.06,1.508
2392536.0,26780788736.0,349.243,8.351,22.118,12289.738,29.44,77.882,5.93,1.41
2359255.0,28293371904.0,3531.436,8.332,2.489,137.638,32.323,79.488,6.15,1.437
2326150.0,30072958976.0,315.611,7.224,17.61,14516.3,33.766,82.312,6.32,1.364
2294342.0,32361883648.0,2924.973,6.711,16.563,1471.956,33.731,83.249,6.6,1.252
2263453.0,34792599552.0,42.519,9.1,19.976,1652.498,36.334,79.758,6.79,1.309
2233165.0,38221836288.0,4324.935,9.659,2.568,16628.647,37.135,79.81,7.07,1.229
2203917.0,42441265152.0,3542.688,7.88,17.529,16589.968,36.562,82.84,7.4,1.05
2176059.0,46307684352.0,362.192,7.878,17.153,17413.949,37.894,82.51,7.76,0.992
2150411.0,44298825728.0,4138.49,8.899,19.249,17285.96,37.172,8.397,7.79,1.044
2126268.0,37661278208.0,463.586,9.788,22.336,15911.11,33.832,77.199,7.22,1.164
2101537.0,35958493184.0,4713.712,9.96,19.942,18674.51,39.245,79.4,7.5,1.381
2076974.0,37962579968.0,3929.17,8.161,18.45,1797.945,35.512,8.89,7.33,1.168
2053635.0,39482474496.0,584.564,1.442,22.735,1671.513,34.318,74.721,7.86,1.163
2031491.0,40519245824.0,466.613,8.261,18.664,1681.223,34.15,77.153,7.56,1.092
2011040.0,41379799040.0,2822.47,5.677,13.931,16237.21,32.655,8.141,7.46,0.985
1991951.0,42500100096.0,2724.43,5.427,13.1,16854.28,33.572,8.435,7.36,0.982
1973477.0,43297222656.0,367.473,7.119,15.998,17535.313,34.66,77.766,7.45,1.028
1954861.0,44937031680.0,6168.453,12.58,24.627,17294.39,33.88,69.48,7.47,1.09
1935632.0,46862479360.0,3492.145,6.759,15.517,17228.966,33.349,76.556,7.63,0.93
3785851.0,51021991936.0,1389.681,49.555,24.546,4237.187,152.331,75.454,16.38,3.957
3793430.0,48112087040.0,12979.63,49.237,23.69,43283.134,164.191,76.93,16.58,4.436
3795748.0,37861879808.0,11184.927,42.456,32.474,23257.13,88.277,67.525,13.23,3.453
3788532.0,31722383360.0,9489.171,35.95,35.164,17496.41,66.285,64.836,11.18,3.223
3770461.0,28612204544.0,6153.743,23.23,26.294,17249.775,65.4,73.76,10.83,3.084
3747269.0,30095167488.0,9246.216,34.648,35.143,1764.48,63.945,64.858,10.81,3.276
3722023.0,31645790208.0,1887.791,4.525,37.773,17937.25,66.763,62.227,11.04,3.39
3694897.0,34267160576.0,9469.978,34.99,35.364,1738.656,63.954,64.636,10.83,2.887
3665514.0,36819656704.0,1828.697,39.693,37.391,18132.455,66.465,62.61,11.02,2.883
3633949.0,36398338048.0,837.472,29.28,33.87,16254.482,59.68,66.913,10.34,2.425
3599639.0,37788340224.0,6915.233,24.892,31.899,14763.154,53.142,68.11,9.69,2.065
3560145.0,40252133376.0,9265.563,32.986,36.152,16361.872,58.251,63.841,10.33,2.267
3515799.0,42971131904.0,11559.615,4.641,41.735,16134.339,56.725,58.252,10.66,2.266
